Product name,Product price,Urls,Reviews count,Star
Data Science Using Python and R (Wiley Series on Methods and Applications in Data Mining),$34.99,https://www.amazon.com/Statistics-Absolute-Beginners-Second-Theobald/dp/B08BDZ2DCF/ref=sr_1_224?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206392&s=books&sprefix=%2Cstripbooks%2C646&sr=1-224, 6  ,4.2
Data Science Foundations Tools and Techniques: Core Skills for Quantitative Analysis with R and Git (Addison-Wesley Data & Analytics Series),$36.99,https://www.amazon.com/Extending-Power-Python-transform-analytical/dp/1801078203/ref=sr_1_225?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206392&s=books&sprefix=%2Cstripbooks%2C646&sr=1-225, 220  ,4.7
Managing Data Science: Effective strategies to manage data science projects and build a sustainable team,$24.99,https://www.amazon.com/Managing-Visualizing-Your-Data-visualization/dp/1801073988/ref=sr_1_226?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206392&s=books&sprefix=%2Cstripbooks%2C646&sr=1-226, 2  ,5.0
Python Data Science: Mastering Python for Beginners. A Step-by-Step Guide for Beginners (2022 Crash Course for All),$39.49,https://www.amazon.com/Practitioners-Guide-Graph-Data/dp/1492044075/ref=sr_1_227?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206392&s=books&sprefix=%2Cstripbooks%2C646&sr=1-227, 16  ,4.9
Drones and Geographical Information Technologies in Agroecology and Organic Farming: Contributions to Technological Sovereignty,$59.99,https://www.amazon.com/Data-Mining-beginners-introduction-analytics-ebook/dp/B01N9PL553/ref=sr_1_228?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206392&s=books&sprefix=%2Cstripbooks%2C646&sr=1-228, 51  ,3.2
Trafficking Data: How China Is Winning the Battle for Digital Sovereignty,$17.29,https://www.amazon.com/PYTHON-Programs-Programming-Analytics-Beginners-ebook/dp/B08T6FQ64Y/ref=sr_1_229?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206392&s=books&sprefix=%2Cstripbooks%2C646&sr=1-229, 184  ,4.2
W. E. B. Du Bois's Data Portraits: Visualizing Black America,$24.99,https://www.amazon.com/Using-Data-Analysis-Social-Sciences/dp/0190656220/ref=sr_1_230?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206392&s=books&sprefix=%2Cstripbooks%2C646&sr=1-230&selectObb=rent, 34  ,4.0
Simplify Big Data Analytics with Amazon EMR: A beginner's guide to learning and implementing Amazon EMR for building data analytics solutions,$44.99,https://www.amazon.com/Using-Data-Analysis-Social-Sciences/dp/0190656220/ref=sr_1_230?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206392&s=books&sprefix=%2Cstripbooks%2C646&sr=1-230, 46  ,4.8
Fundamentals of Data Science Trilogy: Experiment-Model-Learn,$59.99,https://www.amazon.com/Adventures-Financial-Data-Science-properties-ebook/dp/B08G12KQNJ/ref=sr_1_231?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206392&s=books&sprefix=%2Cstripbooks%2C646&sr=1-231, 200  ,4.6
"Data Science Ethics: Concepts, Techniques, and Cautionary Tales",$29.95,https://www.amazon.com/Building-New-Economy-Data-Capital/dp/026254315X/ref=sr_1_232?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206392&s=books&sprefix=%2Cstripbooks%2C646&sr=1-232," 2,962  ",4.6
Machine Learning in Biotechnology and Life Sciences: Build machine learning models using Python and deploy them on the cloud,$40.10,https://www.amazon.com/Applied-Science-Python-Jupyter-industry-standard/dp/1789958172/ref=sr_1_233?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206392&s=books&sprefix=%2Cstripbooks%2C646&sr=1-233, 30  ,4.7
Go Machine Learning Projects: Eight projects demonstrating end-to-end machine learning and predictive analytics applications in Go,$69.99,https://www.amazon.com/Science-Python-Methods-Applications-Mining/dp/1119526817/ref=sr_1_234?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206392&s=books&sprefix=%2Cstripbooks%2C646&sr=1-234, 19  ,4.7
Data Mesh: Delivering Data-Driven Value at Scale,$54.95,https://www.amazon.com/Programming-Skills-Data-Science-Addison-Wesley/dp/0135133106/ref=sr_1_235?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206392&s=books&sprefix=%2Cstripbooks%2C646&sr=1-235, 3  ,5.0
Exploring Climate Change Data and the Denier’s Gambits,$0.00,https://www.amazon.com/Managing-Data-Science-strategies-sustainable/dp/1838826327/ref=sr_1_236?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206392&s=books&sprefix=%2Cstripbooks%2C646&sr=1-236, 111  ,4.5
"Machine Learning for Beginners: Absolute Beginners Guide, Learn Machine Learning and Artificial Intelligence from Scratch (Python, Machine Learning)",$5.99,https://www.amazon.com/Python-Data-Science-Step-Step/dp/3986538240/ref=sr_1_237?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206392&s=books&sprefix=%2Cstripbooks%2C646&sr=1-237, 111  ,4.5
The Art of Data Science,$24.99,https://www.amazon.com/Geographical-Information-Technologies-Agroecology-Organic-ebook/dp/B0B5VSGJL2/ref=sr_1_238?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206392&s=books&sprefix=%2Cstripbooks%2C646&sr=1-238, 20  ,4.3
Foundations of Statistics for Data Scientists: With R and Python (Chapman & Hall/CRC Texts in Statistical Science),$69.99,https://www.amazon.com/Trafficking-Data-Winning-Digital-Sovereignty/dp/0197620507/ref=sr_1_239?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206392&s=books&sprefix=%2Cstripbooks%2C646&sr=1-239, 20  ,4.9
"Queer Data: Using Gender, Sex and Sexuality Data for Action (Bloomsbury Studies in Digital Cultures)",$46.53,https://www.amazon.com/W-Boiss-Data-Portraits-Visualizing/dp/1616897066/ref=sr_1_240?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206392&s=books&sprefix=%2Cstripbooks%2C646&sr=1-240, 1  ,1.0
Data Leverage: Unlocking the Surprising Growth Potential of Data Partnerships,$59.99,https://www.amazon.com/Simplify-Big-Data-Analytics-Amazon/dp/1801071071/ref=sr_1_241?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206393&s=books&sprefix=%2Cstripbooks%2C646&sr=1-241, 3  ,4.6
Foundations of Deep Reinforcement Learning: Theory and Practice in Python (Addison-Wesley Data & Analytics Series),$14.99,https://www.amazon.com/Fundamentals-Data-Science-Trilogy-Experiment-Model-Learn/dp/1941043011/ref=sr_1_242?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206393&s=books&sprefix=%2Cstripbooks%2C646&sr=1-242, 23  ,4.1
"The Science of Baseball: The Math, Technology, and Data Behind the Great American Pastime",$33.57,https://www.amazon.com/Data-Science-Ethics-Techniques-Cautionary/dp/0192847260/ref=sr_1_243?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206393&s=books&sprefix=%2Cstripbooks%2C646&sr=1-243, 118  ,4.4
Artificial Intelligence: A Textbook,$61.77,https://www.amazon.com/Machine-Learning-Biotechnology-Life-Sciences/dp/1801811911/ref=sr_1_244?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206393&s=books&sprefix=%2Cstripbooks%2C646&sr=1-244, 15  ,4.5
Introduction to Statistics: An Intuitive Guide for Analyzing Data and Unlocking Discoveries,$27.89,https://www.amazon.com/Go-Machine-Learning-Projects-Ultimate-ebook/dp/B07D6L111J/ref=sr_1_245?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206393&s=books&sprefix=%2Cstripbooks%2C646&sr=1-245, 4  ,4.2
"DATA SCIENCE FOR SALES ANALYSIS, FORECASTING, CLUSTERING, AND PREDICTION WITH PYTHON",$30.99,https://www.amazon.com/Data-Mesh-Delivering-Data-Driven-Value/dp/1492092398/ref=sr_1_246?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206393&s=books&sprefix=%2Cstripbooks%2C646&sr=1-246, 66  ,4.2
Healthcare Data Analytics (Chapman & Hall/CRC Data Mining and Knowledge Discovery Series),$2.84,https://www.amazon.com/Exploring-Climate-Change-Deniers-Gambits/dp/B0B5KQ94LY/ref=sr_1_247?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206393&s=books&sprefix=%2Cstripbooks%2C646&sr=1-247, 3  ,3.3
Remote Sensing and GIS for Ecologists: Using Open Source Software (Data in the Wild),$2.99,https://www.amazon.com/Machine-Learning-Beginners-Artificial-Intelligence/dp/1793016429/ref=sr_1_248?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206393&s=books&sprefix=%2Cstripbooks%2C646&sr=1-248, 19  ,4.9
Building Science Graphics: An Illustrated Guide to Communicating Science through Diagrams and Visualizations (AK Peters Visualization Series),$54.50,https://www.amazon.com/Art-Data-Science-Roger-Peng/dp/1365061469/ref=sr_1_249?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206393&s=books&sprefix=%2Cstripbooks%2C646&sr=1-249, 139  ,4.6
The 9 Pitfalls of Data Science,$39.99,https://www.amazon.com/Foundations-Statistics-Data-Scientists-Statistical/dp/0367748452/ref=sr_1_250?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206393&s=books&sprefix=%2Cstripbooks%2C646&sr=1-250, 17  ,4.8
How the World Really Works: The Science Behind How We Got Here and Where We're Going,$41.99,https://www.amazon.com/Queer-Data-Sexuality-Bloomsbury-Cultures/dp/1350230723/ref=sr_1_251?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206393&s=books&sprefix=%2Cstripbooks%2C646&sr=1-251, 48  ,4.4
Sustainable Self-Governance in Businesses and Society: The Viable System Model in Action (Systems Thinking),$51.99,https://www.amazon.com/Data-Leverage-Unlocking-Surprising-Partnerships/dp/1732991707/ref=sr_1_252?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206393&s=books&sprefix=%2Cstripbooks%2C646&sr=1-252, 6  ,4.3
Hybrid Data Science (HDS) Modeling Approaches for Industrial and Scientific Applications,$23.09,https://www.amazon.com/Deep-Reinforcement-Learning-Python-Hands/dp/0135172381/ref=sr_1_253?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206393&s=books&sprefix=%2Cstripbooks%2C646&sr=1-253, 20  ,4.5
Categorical Data Analysis and Multilevel Modeling Using R,$31.99,https://www.amazon.com/Science-Baseball-Technology-American-Pastime/dp/1510768971/ref=sr_1_254?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206393&s=books&sprefix=%2Cstripbooks%2C646&sr=1-254, 9  ,4.9
Language and the Rise of the Algorithm,$51.99,https://www.amazon.com/Artificial-Intelligence-Textbook-Charu-Aggarwal/dp/3030723569/ref=sr_1_255?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206393&s=books&sprefix=%2Cstripbooks%2C646&sr=1-255, 9  ,3.9
Data Science in Education Using R,$35.07,https://www.amazon.com/Introduction-Statistics-Intuitive-Analyzing-Discoveries/dp/1735431109/ref=sr_1_256?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206393&s=books&sprefix=%2Cstripbooks%2C646&sr=1-256, 5  ,4.6
"Effective Data Storytelling: How to Drive Change with Data, Narrative and Visuals",$106.66,https://www.amazon.com/SCIENCE-ANALYSIS-FORECASTING-CLUSTERING-PREDICTION-ebook/dp/B0B1B6NV7D/ref=sr_1_257?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206393&s=books&sprefix=%2Cstripbooks%2C646&sr=1-257, 173  ,4.6
Data Science for Beginners: 4 Books in 1: Master the Basics of Python Programming and Learn The Art of Data Science with Real-World Applications to Artificial Intelligence and Machine Learning,$12.95,https://www.amazon.com/Healthcare-Data-Analytics-Chandan-Reddy/dp/036757568X/ref=sr_1_258?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206393&s=books&sprefix=%2Cstripbooks%2C646&sr=1-258, 21  ,4.7
Quantitative Analysis for System Applications: Data Science and Analytics Tools and Techniques,$18.99,https://www.amazon.com/Remote-Sensing-GIS-Ecologists-Software/dp/1784270229/ref=sr_1_259?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206393&s=books&sprefix=%2Cstripbooks%2C646&sr=1-259, 10  ,3.5
Python for Programmers,$29.95,https://www.amazon.com/Building-Science-Graphics-Communicating-Visualizations/dp/1032109408/ref=sr_1_260?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206393&s=books&sprefix=%2Cstripbooks%2C646&sr=1-260, 42  ,4.6
"Beginning Data Science in R 4: Data Analysis, Visualization, and Modelling for the Data Scientist",$0.00,https://www.amazon.com/9-Pitfalls-Data-Science/dp/0198844395/ref=sr_1_261?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206393&s=books&sprefix=%2Cstripbooks%2C646&sr=1-261, 27  ,4.0
"Practical Python Data Wrangling and Data Quality: Getting Started with Reading, Cleaning, and Analyzing Data",$34.95,https://www.amazon.com/How-World-Really-Works-Science/dp/0593297067/ref=sr_1_262?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206393&s=books&sprefix=%2Cstripbooks%2C646&sr=1-262, 27  ,4.9
Geographical Data Science and Spatial Data Analysis: An Introduction in R (Spatial Analytics and GIS),$28.99,https://www.amazon.com/Sustainable-Self-Governance-Businesses-Society-Thinking/dp/1138590797/ref=sr_1_263?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206393&s=books&sprefix=%2Cstripbooks%2C646&sr=1-263, 34  ,4.3
Grokking Machine Learning,$39.99,https://www.amazon.com/Modeling-Approaches-Industrial-Scientific-Applications-ebook/dp/B09X3TCBCZ/ref=sr_1_264?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206393&s=books&sprefix=%2Cstripbooks%2C646&sr=1-264, 3  ,5.0
"501 Data Science Questions: An essential checklist. Ask the right questions, avoid dead ends, and supercharge your project (Tiny Data Science)",$31.99,https://www.amazon.com/Categorical-Analysis-Multilevel-Modeling-Using/dp/1544324901/ref=sr_1_265?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206395&s=books&sprefix=%2Cstripbooks%2C646&sr=1-265, 6  ,4.6
"Python Machine Learning: Machine Learning and Deep Learning with Python, scikit-learn, and TensorFlow 2, 3rd Edition",$45.41,https://www.amazon.com/Language-Algorithm-Jeffrey-Binder-Ph-D/dp/0226822532/ref=sr_1_266?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206395&s=books&sprefix=%2Cstripbooks%2C646&sr=1-266, 1  ,5.0
Cracking The Machine Learning Interview,$69.99,https://www.amazon.com/Data-Science-Education-Using-R/dp/0367422255/ref=sr_1_267?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206395&s=books&sprefix=%2Cstripbooks%2C646&sr=1-267, 45  ,4.1
"Splunk Operational Intelligence Cookbook: Over 80 recipes for transforming your data into business-critical insights using Splunk, 3rd Edition",$84.65,https://www.amazon.com/Effective-Data-Storytelling-Narrative-Visuals/dp/1119615712/ref=sr_1_268?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206395&s=books&sprefix=%2Cstripbooks%2C646&sr=1-268, 13  ,3.1
Algorithms for Decision Making,$131.99,https://www.amazon.com/Data-Science-Beginners-Programming-Learning/dp/B0869Q3Z3H/ref=sr_1_269?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206395&s=books&sprefix=%2Cstripbooks%2C646&sr=1-269, 11  ,3.9
Data Science from Scratch: First Principles with Python,$11.29,https://www.amazon.com/Quantitative-Analysis-System-Applications-Techniques-ebook/dp/B07H2H615X/ref=sr_1_270?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206395&s=books&sprefix=%2Cstripbooks%2C646&sr=1-270, 23  ,4.8
"Ethical Machines: Your Concise Guide to Totally Unbiased, Transparent, and Respectful AI",$14.99,https://www.amazon.com/Python-Programmers-Artificial-Intelligence-Developer-ebook/dp/B07PP9Q8MC/ref=sr_1_271?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206395&s=books&sprefix=%2Cstripbooks%2C646&sr=1-271," 1,483  ",4.5
Learning Social Media Analytics with R: Transform data from social media platforms into actionable business insights,$40.99,https://www.amazon.com/Beginning-Data-Science-Visualization-Modelling-ebook/dp/B0B4Z6CWQ8/ref=sr_1_272?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206395&s=books&sprefix=%2Cstripbooks%2C646&sr=1-272&selectObb=rent, 20  ,4.2
Deep Learning from Scratch: Building with Python from First Principles,$54.99,https://www.amazon.com/Beginning-Data-Science-Visualization-Modelling-ebook/dp/B0B4Z6CWQ8/ref=sr_1_272?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206395&s=books&sprefix=%2Cstripbooks%2C646&sr=1-272, 1  ,5.0
Introduction to Statistical and Machine Learning Methods for Data Science,$40.99,https://www.amazon.com/Practical-Python-Data-Wrangling-Quality/dp/1492091502/ref=sr_1_273?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206395&s=books&sprefix=%2Cstripbooks%2C646&sr=1-273, 61  ,4.1
Linear Regression: An Introduction to Statistical Models (The SAGE Quantitative Research Kit),$54.99,https://www.amazon.com/Geographical-Data-Science-Spatial-Analysis/dp/1526449366/ref=sr_1_274?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206395&s=books&sprefix=%2Cstripbooks%2C646&sr=1-274, 25  ,4.3
Data Science in Higher Education: A Step-by-Step Introduction to Machine Learning for Institutional Researchers,$14.99,https://www.amazon.com/Grokking-Machine-Learning-Luis-Serrano/dp/1617295914/ref=sr_1_275?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206395&s=books&sprefix=%2Cstripbooks%2C646&sr=1-275, 25  ,4.3
Machine Learning in Business: An Introduction to the World of Data Science,$36.99,https://www.amazon.com/501-Data-Science-Questions-supercharge/dp/1689568240/ref=sr_1_276?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206395&s=books&sprefix=%2Cstripbooks%2C646&sr=1-276, 11  ,4.2
Python Data Science: A Simple and Effective Guide to Python Data Science,$39.95,https://www.amazon.com/Python-Machine-Learning-scikit-learn-TensorFlow/dp/1789955750/ref=sr_1_277?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206395&s=books&sprefix=%2Cstripbooks%2C646&sr=1-277, 193  ,4.8
Probability and Statistics for Data Science: Math + R + Data (Chapman & Hall/CRC Data Science Series),$33.59,https://www.amazon.com/Cracking-Machine-Learning-Interview-Nitin/dp/1729223605/ref=sr_1_278?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206395&s=books&sprefix=%2Cstripbooks%2C646&sr=1-278, 37  ,4.2
"Discriminating Data: Correlation, Neighborhoods, and the New Politics of Recognition",$44.99,https://www.amazon.com/Splunk-Operational-Intelligence-Cookbook-business-critical/dp/1788835239/ref=sr_1_279?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206395&s=books&sprefix=%2Cstripbooks%2C646&sr=1-279, 176  ,4.5
Machine Learning Engineering,$0.00,https://www.amazon.com/Algorithms-Decision-Making-Mykel-Kochenderfer/dp/0262047012/ref=sr_1_280?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206395&s=books&sprefix=%2Cstripbooks%2C646&sr=1-280, 13  ,4.9
The Revenge of Dr. von Naysayer (10) (The DATA Set),$30.09,https://www.amazon.com/Ethical-Machines-Unbiased-Transparent-Respectful-ebook/dp/B09KNXTVLP/ref=sr_1_282?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206395&s=books&sprefix=%2Cstripbooks%2C646&sr=1-282," 1,023  ",4.8
Dogs and Data Science,$158.00,https://www.amazon.com/Learning-Social-Media-Analytics-actionable/dp/1787127524/ref=sr_1_283?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206395&s=books&sprefix=%2Cstripbooks%2C646&sr=1-283, 958  ,4.7
"Data Science and Engineering - A learning path – Volume 1: Methodological Aspects, Data Acquisition, Management, Cleaning, Analysis and Visualization with applications in the Python-based Orange env",$59.95,https://www.amazon.com/Deep-Learning-Scratch-Building-Principles/dp/1492041416/ref=sr_1_284?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206395&s=books&sprefix=%2Cstripbooks%2C646&sr=1-284, 50  ,4.4
Mastering Financial Pattern Recognition: Finding & Back-Testing Candlestick Patterns with Python,$6.99,https://www.amazon.com/Introduction-Statistical-Machine-Learning-Methods/dp/1953329608/ref=sr_1_285?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206395&s=books&sprefix=%2Cstripbooks%2C646&sr=1-285, 15  ,4.7
Tree-Based Methods for Statistical Learning in R (Chapman & Hall/CRC Data Science Series),$0.00,https://www.amazon.com/Linear-Regression-Introduction-Statistical-Quantitative-ebook/dp/B09MR3DXZ9/ref=sr_1_286?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206395&s=books&sprefix=%2Cstripbooks%2C646&sr=1-286, 4  ,4.7
Quantitative Social Science Data with R: An Introduction,$36.79,https://www.amazon.com/Science-Higher-Education-Step-Step/dp/1515206467/ref=sr_1_287?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206395&s=books&sprefix=%2Cstripbooks%2C646&sr=1-287, 14  ,4.2
Heard In Data Science Interviews: Over 650 Most Commonly Asked Interview Questions & Answers,$50.99,https://www.amazon.com/Machine-Learning-Business-Introduction-Science/dp/B095L19RG7/ref=sr_1_288?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206395&s=books&sprefix=%2Cstripbooks%2C646&sr=1-288, 16  ,3.7
Machine Learning for Streaming Data with Python: Rapidly build practical online machine learning solutions using River and other top key frameworks,$35.57,https://www.amazon.com/Python-Data-Science-Simple-Effective-ebook/dp/B0867BNK3D/ref=sr_1_289?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206396&s=books&sprefix=%2Cstripbooks%2C646&sr=1-289, 1  ,5.0
Big Data For Dummies,$39.95,https://www.amazon.com/Probability-Statistics-Data-Science-Chapman/dp/1138393290/ref=sr_1_290?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206396&s=books&sprefix=%2Cstripbooks%2C646&sr=1-290, 31  ,4.5
"Python, Data Science and Machine Learning: From Scratch to Productivity",$46.50,https://www.amazon.com/Discriminating-Data-Correlation-Neighborhoods-Recognition/dp/0262046229/ref=sr_1_291?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206396&s=books&sprefix=%2Cstripbooks%2C646&sr=1-291, 22  ,4.6
Python for Data Science: The Ultimate Step-by-Step Guide to Python Programming. Discover How to Master Big Data Analysis and Understand Machine Learning,$59.95,https://www.amazon.com/Machine-Learning-Engineering-Andriy-Burkov/dp/1999579577/ref=sr_1_292?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206396&s=books&sprefix=%2Cstripbooks%2C646&sr=1-292, 4  ,3.8
"Fundamentals of Machine Learning for Predictive Data Analytics, second edition: Algorithms, Worked Examples, and Case Studies",$18.10,https://www.amazon.com/Revenge-Dr-von-Naysayer-DATA/dp/1665915943/ref=sr_1_293?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206396&s=books&sprefix=%2Cstripbooks%2C646&sr=1-293, 3  ,3.8
"Python Tools for Scientists: An Introduction to Coding, Anaconda, JupyterLab, and the Scientific Libraries",$69.99,https://www.amazon.com/Dogs-Data-Science-Camille-Denning/dp/1075372232/ref=sr_1_294?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206396&s=books&sprefix=%2Cstripbooks%2C646&sr=1-294, 14  ,4.3
Data Visualization: A Practical Introduction,$90.00,https://www.amazon.com/Data-Science-Engineering-Methodological-Visualization-ebook/dp/B0B1JNNMG1/ref=sr_1_295?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206396&s=books&sprefix=%2Cstripbooks%2C646&sr=1-295, 17  ,5.0
This Is How They Tell Me the World Ends: The Cyberweapons Arms Race,$120.00,https://www.amazon.com/Mastering-Financial-Pattern-Recognition-Back-Testing/dp/1098120477/ref=sr_1_296?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206396&s=books&sprefix=%2Cstripbooks%2C646&sr=1-296, 17  ,5.0
Introduction to Data Science: Data Analysis and Prediction Algorithms with R (Chapman & Hall/CRC Data Science Series),$44.99,https://www.amazon.com/Tree-Based-Methods-Statistical-Learning-Chapman-ebook/dp/B0B1P24BNJ/ref=sr_1_297?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206396&s=books&sprefix=%2Cstripbooks%2C646&sr=1-297," 7,217  ",4.7
"Mathletics: How Gamblers, Managers, and Fans Use Mathematics in Sports, Second Edition",$24.99,https://www.amazon.com/Quantitative-Social-Science-Data-Introduction/dp/1526411504/ref=sr_1_298?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206396&s=books&sprefix=%2Cstripbooks%2C646&sr=1-298, 10  ,4.3
Data Democratization with Domo: Bring together every component of your business to make better data-driven decisions using Domo,$44.99,https://www.amazon.com/Heard-Data-Science-Interviews-Interview/dp/1727287320/ref=sr_1_299?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206396&s=books&sprefix=%2Cstripbooks%2C646&sr=1-299, 179  ,4.3
Building Analytics Teams: Harnessing analytics and artificial intelligence for business improvement,$26.00,https://www.amazon.com/Machine-Learning-Streaming-Data-Python-ebook/dp/B0B3RWZT4V/ref=sr_1_300?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206396&s=books&sprefix=%2Cstripbooks%2C646&sr=1-300, 122  ,4.1
Massive Graph Analytics (Chapman & Hall/CRC Data Science Series),$29.26,https://www.amazon.com/Big-Data-Dummies-Judith-Hurwitz/dp/1118504224/ref=sr_1_301?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206396&s=books&sprefix=%2Cstripbooks%2C646&sr=1-301, 59  ,4.2
Building Analytics Teams: Harnessing analytics and artificial intelligence for business improvement,$50.00,https://www.amazon.com/Python-Data-Science-Machine-Learning/dp/9811215723/ref=sr_1_302?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206396&s=books&sprefix=%2Cstripbooks%2C646&sr=1-302, 86  ,4.1
Massive Graph Analytics (Chapman & Hall/CRC Data Science Series),$26.99,https://www.amazon.com/Python-Data-Science-Step-Step/dp/B08YJ3241D/ref=sr_1_303?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206396&s=books&sprefix=%2Cstripbooks%2C646&sr=1-303, 51  ,4.3
Applied Data Science Using PySpark: Learn the End-to-End Predictive Model-Building Cycle,$32.39,https://www.amazon.com/Fundamentals-Machine-Learning-Predictive-Analytics/dp/0262044692/ref=sr_1_304?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206396&s=books&sprefix=%2Cstripbooks%2C646&sr=1-304&selectObb=rent, 73  ,4.3
Blueprints for Text Analytics Using Python: Machine Learning-Based Solutions for Common Real World (NLP) Applications,$35.99,https://www.amazon.com/Fundamentals-Machine-Learning-Predictive-Analytics/dp/0262044692/ref=sr_1_304?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206396&s=books&sprefix=%2Cstripbooks%2C646&sr=1-304, 8  ,4.6
R for Data Science: Essential Tools for Working with Data and Statistics,$0.00,https://www.amazon.com/Python-Tools-Scientists-Introduction-JupyterLab-ebook/dp/B09WJXRNWT/ref=sr_1_305?crid=2CIKKG7G2UMAJ&keywords=data+science&qid=1658206396&s=books&sprefix=%2Cstripbooks%2C646&sr=1-305, 512  ,4.7
