,Nme of book,Price,Rating stars,Rating count,Link to the book
1387,Amazon Redshift Cookbook: Recipes for building modern data warehousing solutions,51.99,4.6 out of 5 stars,21,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozMTQ4NDkxMzk3NDIxOTY1OjE2NjI0MTU0OTg6c3BfYXRmX25leHQ6MjAwMDc5MjE3OTAzMzcxOjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FAmazon-Redshift-Cookbook-warehousing-solutions%2Fdp%2F1800569688%2Fref%3Dsr_1_1010_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415498%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-1010-spons%26psc%3D1
1388,Oracle Database Administration Interview Questions You'll Most Likely Be Asked: Interview Questions You'll Most Likely Be Asked (Job Interview Questions),23.99,4.2 out of 5 stars,32,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozMTQ4NDkxMzk3NDIxOTY1OjE2NjI0MTU0OTg6c3BfYXRmX25leHQ6MjAwMDU3OTUwMjkxNDUxOjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FOracle-Database-Administration-Interview-Questions%2Fdp%2F1946383007%2Fref%3Dsr_1_1011_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415498%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-1011-spons%26psc%3D1
1389,"Forecasting Time Series Data with Facebook Prophet: Build, improve, and optimize time series forecasting models using the advanced forecasting tool",46.99,4.8 out of 5 stars,35,https://www.amazon.com/Forecasting-Time-Data-Facebook-Prophet/dp/1800568533/ref=sr_1_1012?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415498&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1012
1390,slide:ology: The Art and Science of Creating Great Presentations,21.99,4.5 out of 5 stars,816,https://www.amazon.com/slide-ology-Science-Creating-Presentations/dp/0596522347/ref=sr_1_1013?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415498&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1013
1391,"Practical Big Data Analytics: Hands-on techniques to implement enterprise analytics and machine learning using Hadoop, Spark, NoSQL and R",44.99,3.8 out of 5 stars,7,https://www.amazon.com/Practical-Big-Data-Analytics-Hands/dp/1783554398/ref=sr_1_1014?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415498&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1014
1392,Heritage and Nationalism: Understanding Populism through Big Data,70.00,0,0,https://www.amazon.com/Heritage-Nationalism-Understanding-Populism-through/dp/1787358038/ref=sr_1_1015?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415498&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1015
1393,Labor Pain: What's Your Best Strategy?: Get the Data. Make a Plan. Take Charge of Your Birth (The Take Charge of Your Birth Series),9.99,5.0 out of 5 stars,2,https://www.amazon.com/Labor-Pain-Whats-Strategy-Charge/dp/B0BBQ1F269/ref=sr_1_1016?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415498&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1016
1394,R Data Visualization Recipes: A cookbook with 65+ data visualization recipes for smarter decision-making,30.99,4.8 out of 5 stars,3,https://www.amazon.com/Data-Visualization-Recipes-visualization-decision-making/dp/1788398319/ref=sr_1_1017?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415498&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1017
1395,"Discovering Computers ©2018: Digital Technology, Data, and Devices",42.23,4.2 out of 5 stars,401,https://www.amazon.com/Discovering-Computers-%C2%A92018-Digital-Technology/dp/1337285102/ref=sr_1_1018?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415498&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1018
1396,Artificial Intelligence and Machine Learning for Business: A No-Nonsense Guide to Data Driven Technologies,0.00,4.4 out of 5 stars,11,https://www.amazon.com/Artificial-Intelligence-Machine-Learning-Business-ebook/dp/B0932YDX6L/ref=sr_1_1019?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415498&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1019
1397,GIS Tutorial for ArcGIS Desktop 10.8,24.51,4.3 out of 5 stars,42,https://www.amazon.com/GIS-Tutorial-ArcGIS-Desktop-10-8/dp/1589486145/ref=sr_1_1020?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415498&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1020
1398,Business Skills for Data Scientists: Practical Guidance in Six Key Topics,9.99,4.7 out of 5 stars,5,https://www.amazon.com/Business-Skills-Data-Scientists-Practical-ebook/dp/B08TY93PMC/ref=sr_1_1021?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415498&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1021
1399,Ethical Reasoning in Big Data: An Exploratory Analysis (Computational Social Sciences),33.38,4.3 out of 5 stars,3,https://www.amazon.com/Ethical-Reasoning-Big-Data-Computational-ebook/dp/B01EV1AN78/ref=sr_1_1022?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415498&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1022
1400,Effective Pandas: Patterns for Data Manipulation (Treading on Python),32.20,4.7 out of 5 stars,118,https://www.amazon.com/Effective-Pandas-Patterns-Manipulation-Treading/dp/B09MYXXSFM/ref=sr_1_1023?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415498&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1023
1401,"Cleaning Data for Effective Data Science: Doing the other 80% of the work with Python, R, and command-line tools",39.99,4.8 out of 5 stars,27,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozMTQ4NDkxMzk3NDIxOTY1OjE2NjI0MTU0OTg6c3BfbXRmOjIwMDA1OTMwMDI1Njk3MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FCleaning-Data-Effective-Science-command-line%2Fdp%2F1801071292%2Fref%3Dsr_1_1024_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415498%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-1024-spons%26psc%3D1
1402,"SQL: 3 books 1 - The Ultimate Beginner, Intermediate & Expert Guides To Master SQL Programming Quickly with Practical Exercises",25.64,4.9 out of 5 stars,196,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozMTQ4NDkxMzk3NDIxOTY1OjE2NjI0MTU0OTg6c3BfbXRmOjIwMDA3MjM5MjM5MDg5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FSQL-Intermediate-Programming-Practical-Exercises%2Fdp%2FB0B5MM3RMK%2Fref%3Dsr_1_1025_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415498%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-1025-spons%26psc%3D1
1403,Business Intelligence Guidebook: From Data Integration to Analytics,54.95,4.4 out of 5 stars,91,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozMTQ4NDkxMzk3NDIxOTY1OjE2NjI0MTU0OTg6c3BfbXRmOjIwMDA4NDk0MTgwNDMyMTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FBusiness-Intelligence-Guidebook-Integration-Analytics%2Fdp%2F012411461X%2Fref%3Dsr_1_1026_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415498%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-1026-spons%26psc%3D1
1404,Trafficking Data: How China Is Winning the Battle for Digital Sovereignty,27.95,0,0,https://www.amazon.com/Trafficking-Data-Winning-Digital-Sovereignty/dp/0197620507/ref=sr_1_1027?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415498&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1027
1405,Data Science for High School Students,56.13,4.5 out of 5 stars,2,https://www.amazon.com/Data-Science-High-School-Students/dp/B08XN35MHS/ref=sr_1_1028?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415498&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1028
1406,Python for Data Preprocessing for Beginners: Step-by-Step Guide with Hands-on Projects and Exercises (Feature Engineering and Data Preparation techniques ... Learning & Data Science for Beginners),9.99,4.3 out of 5 stars,19,https://www.amazon.com/Preprocessing-Python-Absolute-Beginners-Hands-ebook/dp/B0867HX5HZ/ref=sr_1_1029?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415498&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1029
1407,Big Data Science & Analytics: A Hands-On Approach,85.00,5.0 out of 5 stars,2,https://www.amazon.com/Big-Data-Science-Analytics-Hands/dp/0996025545/ref=sr_1_1030?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415498&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1030
1408,"R Bioinformatics Cookbook: Use R and Bioconductor to perform RNAseq, genomics, data visualization, and bioinformatic analysis",44.99,3.9 out of 5 stars,24,https://www.amazon.com/Bioinformatics-Cookbook-Bioconductor-visualization-bioinformatic/dp/1789950694/ref=sr_1_1031?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415498&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1031
1409,Data Modeling Made Simple with erwin DM,68.22,3.0 out of 5 stars,2,https://www.amazon.com/Data-Modeling-Made-Simple-erwin/dp/1634628446/ref=sr_1_1032?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415498&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1032
1410,Mastering Kafka Streams and ksqlDB: Building Real-Time Data Systems by Example,43.30,4.8 out of 5 stars,36,https://www.amazon.com/Mastering-Kafka-Streams-ksqlDB-Real-Time/dp/1492062499/ref=sr_1_1033?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415498&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1033
1411,"PYTHON: 2 BOOKS in 1: Learn the art of computer programming with the most complete crash course for data science. Master as a pro machine learning, applied artificial intelligence & Arduino in 7 days",0.00,2.8 out of 5 stars,6,https://www.amazon.com/PYTHON-computer-programming-artificial-intelligence-ebook/dp/B08K9ZXGJC/ref=sr_1_1034?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415498&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1034
1412,"Hands-On Exploratory Data Analysis with Python: Perform EDA techniques to understand, summarize, and investigate your data",17.84,3.8 out of 5 stars,12,https://www.amazon.com/Hands-Exploratory-Data-Analysis-Python-ebook/dp/B0862CNFLZ/ref=sr_1_1035?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415498&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1035
1413,Python Data Science: The Ultimate and Complete Beginners Guide to Master Data Science with Python Step By Step,0.00,4.3 out of 5 stars,48,https://www.amazon.com/Python-Data-Science-Ultimate-Beginners/dp/B084GRC9NX/ref=sr_1_1036?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415498&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1036
1414,Data Science Interviews Exposed,0,3.0 out of 5 stars,35,https://www.amazon.com/Science-Interviews-Exposed-Yanping-Huang/dp/1511977485/ref=sr_1_1037?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415498&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1037
1415,Architecting Modern Data Platforms: A Guide to Enterprise Hadoop at Scale,57.99,4.4 out of 5 stars,18,https://www.amazon.com/Architecting-Modern-Data-Platforms-Enterprise-ebook/dp/B07L9JDXM8/ref=sr_1_1038?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415498&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1038
1416,Hands-On Data Science with R: Techniques to perform data manipulation and mining to build smart analytical models using R,39.99,4.1 out of 5 stars,5,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozMTQ4NDkxMzk3NDIxOTY1OjE2NjI0MTU0OTg6c3BfYnRmOjIwMDAwOTc5NDA0NjY3MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FHands-Data-Science-Techniques-manipulation%2Fdp%2F1789139406%2Fref%3Dsr_1_1039_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415498%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-1039-spons%26psc%3D1
1417,Comet for Data Science: Enhance your ability to manage and optimize the life cycle of your data science project,44.99,0,0,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozMTQ4NDkxMzk3NDIxOTY1OjE2NjI0MTU0OTg6c3BfYnRmOjIwMDA3NjIxMTIwMjA5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FComet-Data-Science-Enhance-optimize%2Fdp%2F1801814430%2Fref%3Dsr_1_1040_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415498%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-1040-spons%26psc%3D1
1418,Data Science: Advanced Guide to Learn the Realms of Data Science Effectively,19.99,0,0,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozMTQ4NDkxMzk3NDIxOTY1OjE2NjI0MTU0OTg6c3BfYnRmOjIwMDA0NzA3NTQ4NzQ0MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FData-Science-Advanced-Realms-Effectively%2Fdp%2FB08RTQRC1C%2Fref%3Dsr_1_1041_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415498%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-1041-spons%26psc%3D1
1419,VBA Automation for Excel 2019 Cookbook: Solutions to automate routine tasks and increase productivity with Excel and other MS Office applications,39.99,4.0 out of 5 stars,57,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0NzY2Mjg3NDU5NzMyMjIxOjE2NjI0MTU1MTM6c3BfYXRmX25leHQ6MjAwMDMyNjY2NjQ2OTcxOjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FVBA-Automation-Excel-2019-Cookbook%2Fdp%2F1789610036%2Fref%3Dsr_1_1033_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415513%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-1033-spons%26psc%3D1
1420,Grokking Algorithms: An Illustrated Guide for Programmers and Other Curious People,33.59,4.6 out of 5 stars,"1,105",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0NzY2Mjg3NDU5NzMyMjIxOjE2NjI0MTU1MTM6c3BfYXRmX25leHQ6MjAwMDU1MzU5MDMyMTk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FGrokking-Algorithms-illustrated-programmers-curious%2Fdp%2F1617292230%2Fref%3Dsr_1_1034_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415513%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-1034-spons%26psc%3D1
1421,Interpretable AI: Building explainable machine learning systems,59.99,5.0 out of 5 stars,1,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0NzY2Mjg3NDU5NzMyMjIxOjE2NjI0MTU1MTM6c3BfYXRmX25leHQ6MjAwMDY4NTA4MjkxODk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FInterperetable-AI-Ajay-Thampi%2Fdp%2F161729764X%2Fref%3Dsr_1_1035_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415513%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-1035-spons%26psc%3D1
1422,Architecting Modern Data Platforms: A Guide to Enterprise Hadoop at Scale,57.99,4.4 out of 5 stars,18,https://www.amazon.com/Architecting-Modern-Data-Platforms-Enterprise-ebook/dp/B07L9JDXM8/ref=sr_1_1036?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415513&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1036
1423,Kubeflow for Machine Learning: From Lab to Production,29.24,4.1 out of 5 stars,42,https://www.amazon.com/Kubeflow-Machine-Learning-Lab-Production/dp/1492050121/ref=sr_1_1037?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415513&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1037
1424,ProQuest Statistical Abstract of the United States 2022: The National Data Book,225.00,0,0,https://www.amazon.com/ProQuest-Statistical-Abstract-United-States/dp/1636710026/ref=sr_1_1038?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415513&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1038
1425,ggplot2: Elegant Graphics for Data Analysis (Use R),41.78,4.4 out of 5 stars,147,https://www.amazon.com/ggplot2-Elegant-Graphics-Data-Analysis/dp/331924275X/ref=sr_1_1039?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415513&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1039
1426,Oliver Byrne's Elements of Euclid: The First Six Books with Coloured Diagrams and Symbols,35.99,4.5 out of 5 stars,9,https://www.amazon.com/Oliver-Byrnes-Elements-Euclid-Coloured/dp/1528770439/ref=sr_1_1040?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415513&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1040
1427,Mastering Machine Learning with scikit-learn - Second Edition: Apply effective learning algorithms to real-world problems using scikit-learn,46.99,4.5 out of 5 stars,5,https://www.amazon.com/Mastering-Machine-Learning-scikit-learn-algorithms/dp/1788299876/ref=sr_1_1041?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415513&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1041
1428,Machine Learning on Kubernetes: A practical handbook for building and using a complete open source machine learning platform on Kubernetes,32.39,5.0 out of 5 stars,3,https://www.amazon.com/Machine-Learning-Kubernetes-practical-handbook-ebook/dp/B09WF2B1BX/ref=sr_1_1042?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415513&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1042
1429,Insights from Data with R: An Introduction for the Life and Environmental Sciences,32.69,4.0 out of 5 stars,2,https://www.amazon.com/Insights-Data-Introduction-Environmental-Sciences/dp/0198849826/ref=sr_1_1043?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415513&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1043
1430,The Ultimate Guide to Adobe® Acrobat® DC,68.00,5.0 out of 5 stars,1,https://www.amazon.com/Ultimate-Guide-Adobe%C2%AE-Acrobat%C2%AE-DC/dp/1641058935/ref=sr_1_1044?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415513&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1044
1431,Audit Analytics: Data Science for the Accounting Profession (Use R!),64.04,5.0 out of 5 stars,1,https://www.amazon.com/Audit-Analytics-Science-Accounting-Profession/dp/3030490904/ref=sr_1_1045?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415513&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1045
1432,Introduction to Modern Climate Change,16.75,4.0 out of 5 stars,45,https://www.amazon.com/Introduction-Modern-Climate-Change-Dessler/dp/1108793878/ref=sr_1_1046?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415513&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1046
1433,"Agent_Zero: Toward Neurocognitive Foundations for Generative Social Science (Princeton Studies in Complexity, 25)",55.00,3.7 out of 5 stars,10,https://www.amazon.com/Agent_Zero-Neurocognitive-Foundations-Generative-Complexity/dp/0691158886/ref=sr_1_1047?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415513&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1047
